"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844183","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{DC68B012-ACFE-4D77-8855-4F8430110894}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173227

Layer Information:
	ID:		{A3B42C97-9F04-4672-B87E-CEE9C483257F}
	Name:		ALE Receive/Accept v6 Layer
	Run-Time ID:	46

Callout Information:
	ID:		{00000000-0000-0000-0000-000000000000}
	Name:		-

Additional Information:
	Weight:	10376293747821379584	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Condition ID:	{89f990de-e798-4e6d-ab76-7c9558292e6f}
	Match value:	Equal to
	Condition value:	0x00000083

	Condition ID:	{511166dc-7a8c-4aa7-b533-95ab59fb0340}
	Match value:	Equal to
	Condition value:	0x00000001

	Filter Action:	%%16390","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844182","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{BF96177E-22D6-497F-BB5B-7E032ABB84EC}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173226

Layer Information:
	ID:		{A3B42C97-9F04-4672-B87E-CEE9C483257F}
	Name:		ALE Receive/Accept v6 Layer
	Run-Time ID:	46

Callout Information:
	ID:		{00000000-0000-0000-0000-000000000000}
	Name:		-

Additional Information:
	Weight:	10376293756411314176	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Condition ID:	{97537c6c-d9a3-4767-a381-e942675cd920}
	Match value:	Equal to
	Condition value:	0x00000083

	Condition ID:	{72b1a111-987b-4720-99dd-c7c576fa2d4c}
	Match value:	Equal to
	Condition value:	0x0000000e

	Condition ID:	{632ce23b-5167-435c-86d7-e903684aa80c}
	Match value:	All flags set
	Condition value:	0x00000004

	Filter Action:	%%16390","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844181","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{41777D0B-3DB6-4732-89B2-AA1080FA8AE0}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173225

Layer Information:
	ID:		{A3B42C97-9F04-4672-B87E-CEE9C483257F}
	Name:		ALE Receive/Accept v6 Layer
	Run-Time ID:	46

Callout Information:
	ID:		{00000000-0000-0000-0000-000000000000}
	Name:		-

Additional Information:
	Weight:	10376293747821379584	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Condition ID:	{89f990de-e798-4e6d-ab76-7c9558292e6f}
	Match value:	Equal to
	Condition value:	0x00000083

	Condition ID:	{511166dc-7a8c-4aa7-b533-95ab59fb0340}
	Match value:	Equal to
	Condition value:	0x0000000e

	Filter Action:	%%16390","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844180","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{B45BE631-EAB9-4EE5-A81F-74FC1392FF7C}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173224

Layer Information:
	ID:		{A3B42C97-9F04-4672-B87E-CEE9C483257F}
	Name:		ALE Receive/Accept v6 Layer
	Run-Time ID:	46

Callout Information:
	ID:		{00000000-0000-0000-0000-000000000000}
	Name:		-

Additional Information:
	Weight:	10376293747620052992	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Filter Action:	%%16390","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844179","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{570A5913-4AB3-4F07-8C66-99141098E96C}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173223

Layer Information:
	ID:		{55A650E1-5F0A-4ECA-A653-88F53B26AA8C}
	Name:		ALE Resource Assignment v6 Layer
	Run-Time ID:	38

Callout Information:
	ID:		{31B95392-066E-42A2-B7DB-92F8ACDD56F9}
	Name:		WFP Built-in Edge Traversal ALE Resource Assignment v6 Layer Callout

Additional Information:
	Weight:	10376434141511024640	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Condition ID:	{3971ef2b-623e-4f9a-8cb1-6e79b806b9a7}
	Match value:	Equal to
	Condition value:	0x11

	Filter Action:	%%16391","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844178","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{76BA6DBD-A110-4917-BFA4-6C2922738A96}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173222

Layer Information:
	ID:		{7AC9DE24-17DD-4814-B4BD-A9FBC95A321B}
	Name:		ALE Listen v6 Layer
	Run-Time ID:	42

Callout Information:
	ID:		{81A434E7-F60C-4378-BAB8-C625A30F0197}
	Name:		WFP Built-in Edge Traversal ALE Listen v6 Layer Callout

Additional Information:
	Weight:	10376293541461622880	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Filter Action:	%%16391","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844177","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{295537B4-5249-4E27-AF92-BEC3B83B03CC}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173221

Layer Information:
	ID:		{E1CD9FE7-F4B5-4273-96C0-592E487B8650}
	Name:		ALE Receive/Accept v4 Layer
	Run-Time ID:	44

Callout Information:
	ID:		{00000000-0000-0000-0000-000000000000}
	Name:		-

Additional Information:
	Weight:	10376294401260388352	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Condition ID:	{97537c6c-d9a3-4767-a381-e942675cd920}
	Match value:	Equal to
	Condition value:	0x00000083

	Condition ID:	{72b1a111-987b-4720-99dd-c7c576fa2d4c}
	Match value:	Equal to
	Condition value:	0x00000001

	Condition ID:	{632ce23b-5167-435c-86d7-e903684aa80c}
	Match value:	All flags set
	Condition value:	0x00000004

	Filter Action:	%%16390","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844176","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{7D633256-2FF4-48E2-B388-7E9DA823E4DD}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173220

Layer Information:
	ID:		{E1CD9FE7-F4B5-4273-96C0-592E487B8650}
	Name:		ALE Receive/Accept v4 Layer
	Run-Time ID:	44

Callout Information:
	ID:		{00000000-0000-0000-0000-000000000000}
	Name:		-

Additional Information:
	Weight:	10376294366900649984	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Condition ID:	{89f990de-e798-4e6d-ab76-7c9558292e6f}
	Match value:	Equal to
	Condition value:	0x00000083

	Condition ID:	{511166dc-7a8c-4aa7-b533-95ab59fb0340}
	Match value:	Equal to
	Condition value:	0x00000001

	Filter Action:	%%16390","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844175","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{D80C5F3B-4740-4659-8EDC-FBA58BE05038}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173219

Layer Information:
	ID:		{E1CD9FE7-F4B5-4273-96C0-592E487B8650}
	Name:		ALE Receive/Accept v4 Layer
	Run-Time ID:	44

Callout Information:
	ID:		{00000000-0000-0000-0000-000000000000}
	Name:		-

Additional Information:
	Weight:	10376294366095343616	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Filter Action:	%%16390","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
"5447","LHNR90C1HAX.am.adecco.net","System.Byte[]","844174","(13573)","13573","SuccessAudit","A Windows Filtering Platform filter has been changed.
	
Subject:
	Security ID:		S-1-5-19
	Account Name:		NT AUTHORITY\LOCAL SERVICE

Process Information:
	Process ID:	1252

Provider Information:
	ID:		{DECC16CA-3F33-4346-BE1E-8FB4AE0F3D62}
	Name:		Microsoft Corporation

Change Information:
	Change Type:	%%16385

Filter Information:
	ID:		{DA0797B5-CDFE-423B-AC46-ED4B8E453BC9}
	Name:		@{Microsoft.WindowsStore_2015.23.23.0_x64__8wekyb3d8bbwe?ms-resource://Microsoft.WindowsStore/Resources/StoreTitle}
	Type:		%%16388
	Run-Time ID:	173218

Layer Information:
	ID:		{1247D66D-0B60-4A15-8D44-7155D0F53A0C}
	Name:		ALE Resource Assignment v4 Layer
	Run-Time ID:	36

Callout Information:
	ID:		{079B1010-F1C5-4FCD-AE05-DA41107ABD0B}
	Name:		WFP Built-in Edge Traversal ALE Resource Assignment v4 Layer Callout

Additional Information:
	Weight:	10376363875846062080	
	Conditions:	
	Condition ID:	{71bc78fa-f17c-4997-a602-6abb261f351c}
	Match value:	Equal to
	Condition value:	-

	Condition ID:	{af043a0a-b34d-4f86-979c-c90371af6e66}
	Match value:	Equal to
	Condition value:	
O:SYG:SYD:(A;;CCRC;;;LA)(A;;CCRC;;;AC)


	Condition ID:	{3971ef2b-623e-4f9a-8cb1-6e79b806b9a7}
	Match value:	Equal to
	Condition value:	0x11

	Filter Action:	%%16391","Microsoft-Windows-Security-Auditing","System.String[]","5447","10-03-2017 22:44:33","10-03-2017 22:44:33",,,
